id	direction	compartment	gpr	name	enzyme	pathway	reference	equation
rxn02201_c0	=>	c0	FSW8-bin-3.genome.CDS.1904	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0	Unknown	Unknown	None	(1) cpd00443[c0] + (1) cpd02920[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00683[c0]
rxn00836_c0	<=	c0	FSW8-bin-3.genome.CDS.1901	IMP:diphosphate phospho-D-ribosyltransferase_c0	Unknown	Unknown	None	(1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00114[c0] <= (1) cpd00103[c0] + (1) cpd00226[c0]
rxn11567_c0	<=>	c0	FSW8-bin-3.genome.CDS.2162	beta-D-Galactosyl-1,4-beta-D-glucosylceramide galactohydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00947[c0] <=> (1) cpd00108[c0] + (1) cpd00878[c0]
rxn00423_c0	=>	c0	FSW8-bin-3.genome.CDS.3159	acetyl-CoA:L-serine O-acetyltransferase_c0	Unknown	Unknown	None	(1) cpd00022[c0] + (1) cpd00054[c0] => (1) cpd00010[c0] + (1) cpd00722[c0]
rxn03408_c0	<=>	c0	FSW8-bin-3.genome.CDS.2862	UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase_c0	Unknown	Unknown	None	(1) cpd00037[c0] + (1) cpd03494[c0] <=> (1) cpd00014[c0] + (1) cpd03495[c0]
rxn02177_c0	=>	c0	(FSW8-bin-3.genome.CDS.1808) or (FSW8-bin-3.genome.CDS.2970)	Isochorismate pyruvate-hydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00658[c0] => (1) cpd00020[c0] + (1) cpd02566[c0]
rxn05250_c0	=>	c0	FSW8-bin-3.genome.CDS.2387	FACOAL160(ISO)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd11440[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd11441[c0]
rxn05440_c0	=>	c0	FSW8-bin-3.genome.CDS.2929	7-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0	Unknown	Unknown	None	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd11527[c0] => (1) cpd00003[c0] + (1) cpd11528[c0]
rxn02360_c0	<=>	c0	FSW8-bin-3.genome.CDS.3130	trans-4-Hydroxy-L-proline 2-epimerase_c0	Unknown	Unknown	None	(1) cpd00851[c0] <=> (1) cpd02175[c0]
rxn02342_c0	<=>	c0	FSW8-bin-3.genome.CDS.1820	R03270_c0	Unknown	Unknown	None	(1) cpd00213[c0] + (1) cpd03049[c0] <=> (1) cpd00056[c0] + (1) cpd00836[c0]
rxn10311_c0	<=>	c0	FSW8-bin-3.genome.CDS.1778	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	Unknown	Unknown	None	(24) cpd00037[c0] + (1) cpd15750[c0] <=> (24) cpd00014[c0] + (1) cpd15768[c0]
rxn00022_c0	=>	c0	((FSW8-bin-3.genome.CDS.1592) or (FSW8-bin-3.genome.CDS.2795)) or ((FSW8-bin-3.genome.CDS.2549) or (FSW8-bin-3.genome.CDS.2548))	maltose glucohydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00179[c0] => (2) cpd00027[c0]
rxn00973_c0	<=>	c0	() and () and (FSW8-bin-3.genome.CDS.2378) and () and ()	citrate hydroxymutase_c0	Unknown	Unknown	None	(1) cpd00137[c0] <=> (1) cpd00260[c0]
rxn03120_c0	<=>	c0	FSW8-bin-3.genome.CDS.2646	UDP-apiose:apigenin 7-O-beta-D-glucoside 2''-O-beta-D-apiofuranosyltransferase_c0	Unknown	Unknown	None	(1) cpd01140[c0] + (1) cpd02807[c0] <=> (1) cpd00014[c0] + (1) cpd02952[c0]
rxn11962_c0	<=>	c0	FSW8-bin-3.genome.CDS.2172	R02670_c0	Unknown	Unknown	None	(4) cpd00007[c0] + (2) cpd00483[c0] <=> (2) cpd00025[c0] + (2) cpd00067[c0] + (2) cpd00532[c0] + (1) cpd03351[c0]
rxn04271_c0	<=>	c0	(FSW8-bin-3.genome.CDS.2038) or (FSW8-bin-3.genome.CDS.2692)	trans-2-Methyl-5-isopropylhexa-2,5-dienal dehydrogenase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd08739[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd08740[c0]
rxn13783_c0	=>	c0	(FSW8-bin-3.genome.CDS.2833) and (FSW8-bin-3.genome.CDS.1739) and (FSW8-bin-3.genome.CDS.2420) and () and ((FSW8-bin-3.genome.CDS.3092) or (FSW8-bin-3.genome.CDS.1490)) and ((FSW8-bin-3.genome.CDS.2087) or (FSW8-bin-3.genome.CDS.2088)) and (FSW8-bin-3.genome.CDS.2836) and ((FSW8-bin-3.genome.CDS.2013) or (FSW8-bin-3.genome.CDS.2875) or (FSW8-bin-3.genome.CDS.2876)) and (FSW8-bin-3.genome.CDS.2908) and () and () and (FSW8-bin-3.genome.CDS.1699) and ((FSW8-bin-3.genome.CDS.2358) or (FSW8-bin-3.genome.CDS.2359)) and (FSW8-bin-3.genome.CDS.3011) and (FSW8-bin-3.genome.CDS.3094) and ((FSW8-bin-3.genome.CDS.1736) or (FSW8-bin-3.genome.CDS.1737)) and (FSW8-bin-3.genome.CDS.2283) and (FSW8-bin-3.genome.CDS.1700) and () and (FSW8-bin-3.genome.CDS.1862) and () and (FSW8-bin-3.genome.CDS.2837) and ()	DNA replication_c0	Unknown	Unknown	None	 => (1) cpd17042[c0]
rxn10118_c0	=>	c0	() and () and () and ((FSW8-bin-3.genome.CDS.1079) or (FSW8-bin-3.genome.CDS.2662)) and () and () and () and () and () and ()	hydrogenase (ubiquinone-8: 2 protons) (periplasm)_c0	Unknown	Unknown	None	(2) cpd00067[c0] + (1) cpd11640[c0] + (1) cpd15560[c0] => (2) cpd00067[e0] + (1) cpd15561[c0]
rxn12008_c0	<=	c0	FSW8-bin-3.genome.CDS.2199	R05611_c0	Unknown	Unknown	None	(1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02557[c0] <= (1) cpd00113[c0] + (1) cpd02590[c0]
rxn00199_c0	=>	c0	FSW8-bin-3.genome.CDS.1871	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd03187[c0] => (1) cpd00011[c0] + (1) cpd00024[c0]
rxn12637_c0	<=>	c0	((FSW8-bin-3.genome.CDS.3044) or (FSW8-bin-3.genome.CDS.2774)) or (FSW8-bin-3.genome.CDS.1596)	RXN0-6987.c_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd11589[c0] <=> (1) cpd00033[c0] + (1) cpd00041[c0]
rxn03046_c0	<=>	c0	(FSW8-bin-3.genome.CDS.1913) or (FSW8-bin-3.genome.CDS.1912) or (FSW8-bin-3.genome.CDS.1914)	ATP:guanidinoethyyl-methyl-phosphate phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd02519[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02744[c0]
rxn00258_c0	<=>	c0	FSW8-bin-3.genome.CDS.2892	Malonyl-CoA:pyruvate carboxytransferase_c0	Unknown	Unknown	None	(1) cpd00020[c0] + (1) cpd00070[c0] <=> (1) cpd00022[c0] + (1) cpd00032[c0]
rxn00800_c0	<=>	c0	((FSW8-bin-3.genome.CDS.2056) or (FSW8-bin-3.genome.CDS.2658)) or ((FSW8-bin-3.genome.CDS.2658) or (FSW8-bin-3.genome.CDS.2056))	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)_c0	Unknown	Unknown	None	(1) cpd02375[c0] <=> (1) cpd00018[c0] + (1) cpd00106[c0]
rxn00211_c0	<=>	c0	FSW8-bin-3.genome.CDS.3051	UDP-glucose:NAD+ 6-oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (2) cpd00003[c0] + (1) cpd00026[c0] <=> (2) cpd00004[c0] + (3) cpd00067[c0] + (1) cpd00144[c0]
rxn00179_c0	<=>	c0	FSW8-bin-3.genome.CDS.2528	ATP:L-glutamate 5-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00023[c0] <=> (1) cpd00008[c0] + (1) cpd02097[c0]
rxn02945_c0	=>	c0	(FSW8-bin-3.genome.CDS.3079) or (FSW8-bin-3.genome.CDS.2807)	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase_c0	Unknown	Unknown	None	(1) cpd02168[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd03211[c0]
rxn01210_c0	=>	c0	((FSW8-bin-3.genome.CDS.2449) or (FSW8-bin-3.genome.CDS.2681)) and ((FSW8-bin-3.genome.CDS.2681) or (FSW8-bin-3.genome.CDS.2449))	10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00023[c0] + (1) cpd00201[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd03524[c0]
rxn00730_c0	<=>	c0	FSW8-bin-3.genome.CDS.3047	Malonyl-CoA:anthranilate N-malonyltransferase_c0	Unknown	Unknown	None	(1) cpd00070[c0] + (1) cpd00093[c0] <=> (1) cpd00010[c0] + (1) cpd02014[c0]
rxn03360_c0	<=>	c0	(FSW8-bin-3.genome.CDS.2907) or (FSW8-bin-3.genome.CDS.3140)	5-Hydroxykynurenamine decarboxy-lyase_c0	Unknown	Unknown	None	(1) cpd00011[c0] + (1) cpd03349[c0] <=> (1) cpd00067[c0] + (1) cpd03362[c0]
rxn02898_c0	=>	c0	FSW8-bin-3.genome.CDS.2206	O-Succinylbenzoyl-CoA 1,4-dihydroxy-2-naphthoate-lyase_c0	Unknown	Unknown	None	(1) cpd02021[c0] => (1) cpd00010[c0] + (1) cpd02295[c0]
rxn01199_c0	<=>	c0	FSW8-bin-3.genome.CDS.2309	ATP:D-xylulose 5-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00259[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00198[c0]
