,FNEB7-bin-1,FNEB7-bin-2,FNEB7-bin-3,FNEB7-bin-4
FNEB7-bin-1,1.0,0.803921568627,0.313725490196,0.725490196078
FNEB7-bin-2,0.901098901099,1.0,0.340659340659,0.714285714286
FNEB7-bin-3,0.444444444444,0.430555555556,1.0,0.569444444444
FNEB7-bin-4,0.762886597938,0.670103092784,0.422680412371,1.0
