,FNEB7-bin-1,FNEB7-bin-2,FNEB7-bin-3,FNEB7-bin-4
FNEB7-bin-1,0.0,0.0652173913043,0.27397260274,0.020618556701
FNEB7-bin-2,0.00970873786408,0.0,0.205479452055,0.0103092783505
FNEB7-bin-3,0.300970873786,0.326086956522,0.0,0.113402061856
FNEB7-bin-4,0.242718446602,0.271739130435,0.315068493151,0.0
