,FSW8-bin-1,FSW8-bin-2,FSW8-bin-3
FSW8-bin-1,0.0,0.0851063829787,0.0851063829787
FSW8-bin-2,0.226804123711,0.0,0.0309278350515
FSW8-bin-3,0.274509803922,0.0882352941176,0.0
