,FNEB6-bin-1,FNEB6-bin-2,FNEB6-bin-3,FNEB6-bin-4,FNEB6-bin-6,FNEB6-bin-10
FNEB6-bin-1,0.0,0.0333333333333,0.0681818181818,0.020618556701,0.0106382978723,0.0660377358491
FNEB6-bin-2,0.166666666667,0.0,0.215909090909,0.020618556701,0.0957446808511,0.0660377358491
FNEB6-bin-3,0.0294117647059,0.0333333333333,0.0,0.020618556701,0.0106382978723,0.0283018867925
FNEB6-bin-4,0.235294117647,0.111111111111,0.272727272727,0.0,0.106382978723,0.0754716981132
FNEB6-bin-6,0.294117647059,0.244444444444,0.306818181818,0.123711340206,0.0,0.103773584906
FNEB6-bin-10,0.392156862745,0.266666666667,0.397727272727,0.175257731959,0.170212765957,0.0
