,FNEB6-bin-1,FNEB6-bin-2,FNEB6-bin-3,FNEB6-bin-4,FNEB6-bin-6,FNEB6-bin-10
FNEB6-bin-1,1.0,0.792079207921,0.792079207921,0.732673267327,0.653465346535,0.564356435644
FNEB6-bin-2,0.898876404494,1.0,0.76404494382,0.85393258427,0.651685393258,0.685393258427
FNEB6-bin-3,0.919540229885,0.781609195402,1.0,0.712643678161,0.67816091954,0.609195402299
FNEB6-bin-4,0.762886597938,0.783505154639,0.639175257732,1.0,0.711340206186,0.731958762887
FNEB6-bin-6,0.702127659574,0.617021276596,0.627659574468,0.734042553191,1.0,0.734042553191
FNEB6-bin-10,0.537735849057,0.575471698113,0.5,0.669811320755,0.650943396226,1.0
