id	direction	compartment	gpr	name	enzyme	pathway	reference	equation
rxn02201_c0	=>	c0	FNED7-bin-9.genome.CDS.1691	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0	Unknown	Unknown	None	(1) cpd00443[c0] + (1) cpd02920[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00683[c0]
rxn00836_c0	<=	c0	FNED7-bin-9.genome.CDS.1688	IMP:diphosphate phospho-D-ribosyltransferase_c0	Unknown	Unknown	None	(1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00114[c0] <= (1) cpd00103[c0] + (1) cpd00226[c0]
rxn10298_c0	<=>	c0	FNED7-bin-9.genome.CDS.1445	palmitoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted_c0	Unknown	Unknown	None	(24) cpd00026[c0] + (1) cpd15746[c0] <=> (24) cpd00014[c0] + (1) cpd15755[c0]
rxn00364_c0	<=>	c0	FNED7-bin-9.genome.CDS.2110	ATP:CMP phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00046[c0] + (1) cpd00067[c0] <=> (1) cpd00008[c0] + (1) cpd00096[c0]
rxn03408_c0	<=>	c0	FNED7-bin-9.genome.CDS.2139	UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase_c0	Unknown	Unknown	None	(1) cpd00037[c0] + (1) cpd03494[c0] <=> (1) cpd00014[c0] + (1) cpd03495[c0]
rxn05250_c0	=>	c0	(FNED7-bin-9.genome.CDS.2292) or (FNED7-bin-9.genome.CDS.1447)	FACOAL160(ISO)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd11440[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd11441[c0]
rxn05440_c0	=>	c0	FNED7-bin-9.genome.CDS.2209	7-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0	Unknown	Unknown	None	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd11527[c0] => (1) cpd00003[c0] + (1) cpd11528[c0]
rxn01673_c0	<=>	c0	FNED7-bin-9.genome.CDS.2017	ATP:dCDP phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00533[c0] <=> (1) cpd00008[c0] + (1) cpd00356[c0]
rxn02342_c0	<=>	c0	FNED7-bin-9.genome.CDS.1923	R03270_c0	Unknown	Unknown	None	(1) cpd00213[c0] + (1) cpd03049[c0] <=> (1) cpd00056[c0] + (1) cpd00836[c0]
rxn10311_c0	<=>	c0	FNED7-bin-9.genome.CDS.1945	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	Unknown	Unknown	None	(24) cpd00037[c0] + (1) cpd15750[c0] <=> (24) cpd00014[c0] + (1) cpd15768[c0]
rxn00022_c0	=>	c0	FNED7-bin-9.genome.CDS.1620	maltose glucohydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00179[c0] => (2) cpd00027[c0]
rxn00973_c0	<=>	c0	() and () and () and () and ((FNED7-bin-9.genome.CDS.2305) or (FNED7-bin-9.genome.CDS.1435))	citrate hydroxymutase_c0	Unknown	Unknown	None	(1) cpd00137[c0] <=> (1) cpd00260[c0]
rxn03120_c0	<=>	c0	FNED7-bin-9.genome.CDS.2047	UDP-apiose:apigenin 7-O-beta-D-glucoside 2''-O-beta-D-apiofuranosyltransferase_c0	Unknown	Unknown	None	(1) cpd01140[c0] + (1) cpd02807[c0] <=> (1) cpd00014[c0] + (1) cpd02952[c0]
