,TBE6-bin-01,TBE6-bin-02,TBE6-bin-03,TBE6-bin-05,TBE6-bin-10
TBE6-bin-01,0.0,0.282608695652,0.1875,0.0412371134021,0.116279069767
TBE6-bin-02,0.111111111111,0.0,0.2125,0.113402061856,0.104651162791
TBE6-bin-03,0.242424242424,0.413043478261,0.0,0.216494845361,0.0116279069767
TBE6-bin-05,0.0505050505051,0.282608695652,0.225,0.0,0.104651162791
TBE6-bin-10,0.373737373737,0.54347826087,0.3,0.371134020619,0.0
