,FNED7-bin-1,FNED7-bin-2,FNED7-bin-3,FNED7-bin-5,FNED7-bin-6,FNED7-bin-7,FNED7-bin-9
FNED7-bin-1,0.0,0.0217391304348,0.25,0.0217391304348,0.0326086956522,0.0,0.0217391304348
FNED7-bin-2,0.054347826087,0.0,0.260869565217,0.0434782608696,0.0434782608696,0.0108695652174,0.0652173913043
FNED7-bin-3,0.0309278350515,0.020618556701,0.0,0.0103092783505,0.0309278350515,0.020618556701,0.0309278350515
FNED7-bin-5,0.341772151899,0.316455696203,0.506329113924,0.0,0.253164556962,0.20253164557,0.329113924051
FNED7-bin-6,0.186666666667,0.146666666667,0.293333333333,0.0666666666667,0.0,0.0133333333333,0.186666666667
FNED7-bin-7,0.166666666667,0.153846153846,0.320512820513,0.153846153846,0.153846153846,0.0,0.153846153846
FNED7-bin-9,0.063829787234,0.063829787234,0.276595744681,0.063829787234,0.0744680851064,0.0,0.0
