,FNED7-bin-1,FNED7-bin-2,FNED7-bin-3,FNED7-bin-5,FNED7-bin-6,FNED7-bin-7,FNED7-bin-9
FNED7-bin-1,1.0,0.901098901099,0.736263736264,0.543956043956,0.582417582418,0.708791208791,0.901098901099
FNED7-bin-2,0.901098901099,1.0,0.725274725275,0.576923076923,0.571428571429,0.708791208791,0.857142857143
FNED7-bin-3,0.690721649485,0.680412371134,1.0,0.381443298969,0.494845360825,0.546391752577,0.649484536082
FNED7-bin-5,0.632911392405,0.670886075949,0.46835443038,1.0,0.341772151899,0.493670886076,0.607594936709
FNED7-bin-6,0.716216216216,0.702702702703,0.648648648649,0.358108108108,1.0,0.47972972973,0.675675675676
FNED7-bin-7,0.833333333333,0.833333333333,0.679487179487,0.5,0.461538461538,1.0,0.833333333333
FNED7-bin-9,0.881720430108,0.838709677419,0.677419354839,0.510752688172,0.537634408602,0.693548387097,1.0
