Seed Metabolite,Frequency
cpd00158_c,0.35294117647058826
cpd01133_c,0.35294117647058826
cpd03200_c,0.35294117647058826
cpd01242_e,0.35294117647058826
cpd00822_c,0.35294117647058826
cpd02197_c,0.35294117647058826
cpd00616_c,0.35294117647058826
cpd00219_c,0.3333333333333333
cpd03444_c,0.3333333333333333
cpd00244_e,0.3333333333333333
cpd00154_e,0.3137254901960784
cpd00738_c,0.3137254901960784
cpd01587_c,0.3137254901960784
cpd03607_c,0.29411764705882354
cpd00485_c,0.29411764705882354
cpd00235_c,0.29411764705882354
cpd00635_e,0.29411764705882354
cpd00423_e,0.29411764705882354
cpd12543_c,0.29411764705882354
cpd03424_e,0.29411764705882354
cpd00186_c,0.29411764705882354
cpd00083_c,0.27450980392156865
cpd03671_c,0.27450980392156865
cpd08301_c,0.27450980392156865
cpd00113_c,0.2549019607843137
cpd00731_c,0.2549019607843137
cpd00683_c,0.2549019607843137
cpd00658_c,0.2549019607843137
cpd00773_c,0.23529411764705882
cpd01960_c,0.23529411764705882
cpd00242_c,0.23529411764705882
cpd00867_c,0.21568627450980393
cpd00800_c,0.21568627450980393
cpd02507_c,0.21568627450980393
cpd00034_e,0.21568627450980393
cpd00017_c,0.21568627450980393
cpd00764_c,0.21568627450980393
cpd00540_e,0.21568627450980393
cpd00129_e,0.21568627450980393
cpd00048_e,0.21568627450980393
cpd03491_c,0.21568627450980393
cpd02701_c,0.21568627450980393
cpd00497_c,0.21568627450980393
cpd00448_c,0.19607843137254902
cpd00179_e,0.19607843137254902
cpd01262_e,0.19607843137254902
cpd15352_c,0.19607843137254902
cpd02557_c,0.19607843137254902
cpd11640_c,0.19607843137254902
cpd00918_c,0.19607843137254902
cpd01329_e,0.19607843137254902
cpd11476_c,0.17647058823529413
cpd00179_c,0.17647058823529413
cpd00117_c,0.17647058823529413
cpd11583_c,0.17647058823529413
cpd00626_c,0.17647058823529413
cpd11588_c,0.17647058823529413
cpd00065_c,0.17647058823529413
cpd00408_c,0.17647058823529413
cpd02201_c,0.17647058823529413
cpd00355_c,0.1568627450980392
cpd08305_e,0.1568627450980392
cpd00210_c,0.1568627450980392
cpd00358_c,0.1568627450980392
cpd08306_e,0.1568627450980392
cpd02255_c,0.1568627450980392
cpd11597_e,0.1568627450980392
cpd00655_c,0.1568627450980392
cpd00346_c,0.1568627450980392
cpd00170_c,0.1568627450980392
cpd00206_c,0.13725490196078433
cpd00183_c,0.13725490196078433
cpd00792_c,0.13725490196078433
cpd02737_c,0.13725490196078433
cpd00079_c,0.13725490196078433
cpd00481_c,0.13725490196078433
cpd00251_c,0.13725490196078433
cpd02679_c,0.13725490196078433
cpd00649_c,0.13725490196078433
cpd00120_c,0.13725490196078433
cpd00760_c,0.13725490196078433
cpd00932_c,0.13725490196078433
cpd00681_c,0.13725490196078433
cpd01270_c,0.13725490196078433
cpd00305_e,0.13725490196078433
cpd03495_c,0.13725490196078433
cpd00268_e,0.13725490196078433
cpd00727_c,0.13725490196078433
cpd11596_c,0.11764705882352941
cpd00282_c,0.11764705882352941
cpd03048_c,0.11764705882352941
cpd00137_c,0.11764705882352941
cpd08023_c,0.11764705882352941
cpd00012_e,0.11764705882352941
cpd11830_c,0.11764705882352941
cpd11578_c,0.11764705882352941
cpd08289_c,0.11764705882352941
cpd00126_c,0.11764705882352941
cpd11579_c,0.11764705882352941
cpd00340_c,0.11764705882352941
cpd09878_c,0.11764705882352941
cpd00227_c,0.09803921568627451
cpd00790_c,0.09803921568627451
cpd00254_c,0.09803921568627451
cpd00130_c,0.09803921568627451
cpd00171_c,0.09803921568627451
cpd02979_c,0.09803921568627451
cpd00232_c,0.09803921568627451
cpd00337_c,0.09803921568627451
cpd00254_e,0.09803921568627451
cpd00149_e,0.09803921568627451
cpd00149_c,0.09803921568627451
cpd00222_c,0.09803921568627451
cpd00294_c,0.09803921568627451
cpd00307_c,0.09803921568627451
cpd01298_c,0.09803921568627451
cpd00890_c,0.09803921568627451
cpd00673_c,0.09803921568627451
cpd02991_c,0.09803921568627451
cpd02920_c,0.0784313725490196
cpd00202_c,0.0784313725490196
cpd00142_c,0.0784313725490196
cpd00099_c,0.0784313725490196
cpd00099_e,0.0784313725490196
cpd00809_c,0.0784313725490196
cpd15338_c,0.0784313725490196
cpd00807_c,0.0784313725490196
cpd03698_c,0.0784313725490196
cpd02857_c,0.0784313725490196
cpd02851_c,0.0784313725490196
cpd00292_c,0.0784313725490196
cpd01695_c,0.0784313725490196
cpd00146_c,0.0784313725490196
cpd00299_c,0.0784313725490196
cpd00525_c,0.0784313725490196
cpd00044_c,0.0784313725490196
cpd15345_c,0.0784313725490196
cpd15362_c,0.0784313725490196
cpd02333_c,0.0784313725490196
cpd02760_c,0.0784313725490196
cpd00567_c,0.0784313725490196
cpd01747_c,0.0784313725490196
cpd11536_c,0.058823529411764705
cpd11433_c,0.058823529411764705
cpd00519_c,0.058823529411764705
cpd11532_c,0.058823529411764705
cpd00891_c,0.058823529411764705
cpd00201_c,0.058823529411764705
cpd11431_c,0.058823529411764705
cpd00284_c,0.058823529411764705
cpd11553_c,0.058823529411764705
cpd11492_c,0.058823529411764705
cpd11557_c,0.058823529411764705
cpd11511_c,0.058823529411764705
cpd11438_c,0.058823529411764705
cpd15500_c,0.058823529411764705
cpd11495_c,0.058823529411764705
cpd11549_c,0.058823529411764705
cpd15666_c,0.058823529411764705
cpd11436_c,0.058823529411764705
cpd02893_c,0.058823529411764705
cpd01157_c,0.058823529411764705
cpd00236_c,0.058823529411764705
cpd11545_c,0.058823529411764705
cpd11430_c,0.058823529411764705
cpd00374_c,0.058823529411764705
cpd11499_c,0.058823529411764705
cpd10516_e,0.058823529411764705
cpd02229_c,0.058823529411764705
cpd11524_c,0.058823529411764705
cpd11520_c,0.058823529411764705
cpd02978_c,0.058823529411764705
cpd11507_c,0.058823529411764705
cpd12115_c,0.058823529411764705
cpd11561_c,0.058823529411764705
cpd00043_c,0.058823529411764705
cpd00216_c,0.058823529411764705
cpd15665_c,0.058823529411764705
cpd00428_c,0.058823529411764705
cpd00007_c,0.058823529411764705
cpd02828_c,0.058823529411764705
cpd00042_c,0.058823529411764705
cpd02279_c,0.058823529411764705
cpd11528_c,0.058823529411764705
cpd11503_c,0.058823529411764705
cpd00026_c,0.058823529411764705
cpd02135_c,0.058823529411764705
cpd11440_c,0.058823529411764705
cpd00288_c,0.058823529411764705
cpd15237_c,0.0392156862745098
cpd00054_c,0.0392156862745098
cpd00037_c,0.0392156862745098
cpd00038_c,0.0392156862745098
cpd00438_c,0.0392156862745098
cpd00175_c,0.0392156862745098
cpd03706_c,0.0392156862745098
cpd00071_c,0.0392156862745098
cpd00051_c,0.0392156862745098
cpd00390_c,0.0392156862745098
cpd02535_c,0.0392156862745098
cpd00198_c,0.0392156862745098
cpd00356_c,0.0392156862745098
cpd00851_c,0.0392156862745098
cpd02021_c,0.0392156862745098
cpd02656_c,0.0392156862745098
cpd00214_c,0.0392156862745098
cpd11421_c,0.0392156862745098
cpd00027_e,0.0392156862745098
cpd00424_c,0.0392156862745098
cpd00400_c,0.0392156862745098
cpd00101_c,0.0392156862745098
cpd01080_c,0.0392156862745098
cpd00341_c,0.0392156862745098
cpd02498_c,0.0392156862745098
cpd01973_c,0.0392156862745098
cpd01720_c,0.0392156862745098
cpd03734_c,0.0392156862745098
cpd15269_c,0.0392156862745098
cpd03847_c,0.0392156862745098
cpd02175_c,0.0392156862745098
cpd00224_e,0.0392156862745098
cpd00532_c,0.0392156862745098
cpd00382_c,0.0392156862745098
cpd00078_c,0.0392156862745098
cpd03034_c,0.0392156862745098
cpd01646_c,0.0392156862745098
cpd06707_c,0.0392156862745098
cpd02964_c,0.0392156862745098
cpd00290_c,0.0196078431372549
cpd03447_c,0.0196078431372549
cpd00128_c,0.0196078431372549
cpd00074_c,0.0196078431372549
cpd00072_c,0.0196078431372549
cpd11596_e,0.0196078431372549
cpd00114_c,0.0196078431372549
cpd00091_c,0.0196078431372549
cpd00863_c,0.0196078431372549
cpd00133_c,0.0196078431372549
cpd11578_e,0.0196078431372549
cpd00699_c,0.0196078431372549
cpd03048_e,0.0196078431372549
cpd02935_c,0.0196078431372549
cpd00599_c,0.0196078431372549
cpd03725_e,0.0196078431372549
cpd09812_c,0.0196078431372549
cpd08023_e,0.0196078431372549
cpd00137_e,0.0196078431372549
cpd00073_c,0.0196078431372549
cpd00122_c,0.0196078431372549
cpd00238_c,0.0196078431372549
cpd00053_e,0.0196078431372549
cpd00447_c,0.0196078431372549
cpd01311_c,0.0196078431372549
cpd00395_e,0.0196078431372549
cpd00524_c,0.0196078431372549
cpd00106_c,0.0196078431372549
cpd00102_c,0.0196078431372549
cpd02678_c,0.0196078431372549
cpd02631_c,0.0196078431372549
cpd00052_c,0.0196078431372549
cpd00742_c,0.0196078431372549
cpd00066_c,0.0196078431372549
cpd00296_c,0.0196078431372549
cpd00082_c,0.0196078431372549
cpd00199_c,0.0196078431372549
cpd00210_e,0.0196078431372549
cpd00609_c,0.0196078431372549
cpd00027_c,0.0196078431372549
cpd00461_c,0.0196078431372549
cpd00875_c,0.0196078431372549
cpd02045_c,0.0196078431372549
cpd09806_c,0.0196078431372549
cpd00087_c,0.0196078431372549
cpd08928_c,0.0196078431372549
cpd00492_c,0.0196078431372549
cpd00957_c,0.0196078431372549
cpd00069_c,0.0196078431372549
cpd00022_c,0.0196078431372549
cpd00919_c,0.0196078431372549
cpd11484_c,0.0196078431372549
cpd09791_c,0.0196078431372549
cpd11579_e,0.0196078431372549
cpd09410_c,0.0196078431372549
cpd00668_c,0.0196078431372549
cpd09878_e,0.0196078431372549
cpd00344_c,0.0196078431372549
cpd02152_c,0.0196078431372549
cpd08366_c,0.0196078431372549
cpd00260_c,0.0196078431372549
cpd00039_c,0.0196078431372549
cpd08702_c,0.0196078431372549
cpd11575_e,0.0196078431372549
cpd00837_c,0.0196078431372549
