id	direction	compartment	gpr	name	enzyme	pathway	reference	equation
rxn02201_c0	=>	c0	FSW8-bin-2.genome.CDS.1738	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0	Unknown	Unknown	None	(1) cpd00443[c0] + (1) cpd02920[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00683[c0]
rxn07431_c0	<=>	c0	(FSW8-bin-2.genome.CDS.2186) and (FSW8-bin-2.genome.CDS.2186)	R07600_c0	Unknown	Unknown	None	(1) cpd00213[c0] + (1) cpd14700[c0] <=> (1) cpd00056[c0] + (1) cpd02700[c0]
rxn00836_c0	<=	c0	FSW8-bin-2.genome.CDS.1734	IMP:diphosphate phospho-D-ribosyltransferase_c0	Unknown	Unknown	None	(1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00114[c0] <= (1) cpd00103[c0] + (1) cpd00226[c0]
rxn00423_c0	=>	c0	FSW8-bin-2.genome.CDS.1871	acetyl-CoA:L-serine O-acetyltransferase_c0	Unknown	Unknown	None	(1) cpd00022[c0] + (1) cpd00054[c0] => (1) cpd00010[c0] + (1) cpd00722[c0]
rxn03408_c0	<=>	c0	FSW8-bin-2.genome.CDS.269	UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase_c0	Unknown	Unknown	None	(1) cpd00037[c0] + (1) cpd03494[c0] <=> (1) cpd00014[c0] + (1) cpd03495[c0]
rxn02177_c0	=>	c0	FSW8-bin-2.genome.CDS.1892	Isochorismate pyruvate-hydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00658[c0] => (1) cpd00020[c0] + (1) cpd02566[c0]
rxn05250_c0	=>	c0	FSW8-bin-2.genome.CDS.2388	FACOAL160(ISO)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd11440[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd11441[c0]
rxn05440_c0	=>	c0	FSW8-bin-2.genome.CDS.1533	7-methyl-trans-oct-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0	Unknown	Unknown	None	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd11527[c0] => (1) cpd00003[c0] + (1) cpd11528[c0]
rxn01673_c0	<=>	c0	FSW8-bin-2.genome.CDS.1933	ATP:dCDP phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00533[c0] <=> (1) cpd00008[c0] + (1) cpd00356[c0]
rxn02342_c0	<=>	c0	FSW8-bin-2.genome.CDS.2021	R03270_c0	Unknown	Unknown	None	(1) cpd00213[c0] + (1) cpd03049[c0] <=> (1) cpd00056[c0] + (1) cpd00836[c0]
rxn10311_c0	<=>	c0	(FSW8-bin-2.genome.CDS.2000) or (FSW8-bin-2.genome.CDS.2105)	anteisoheptadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	Unknown	Unknown	None	(24) cpd00037[c0] + (1) cpd15750[c0] <=> (24) cpd00014[c0] + (1) cpd15768[c0]
rxn00022_c0	=>	c0	((FSW8-bin-2.genome.CDS.2146) or (FSW8-bin-2.genome.CDS.1706)) or ((FSW8-bin-2.genome.CDS.1695) or (FSW8-bin-2.genome.CDS.1694))	maltose glucohydrolase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00179[c0] => (2) cpd00027[c0]
rxn00973_c0	<=>	c0	() and () and () and (FSW8-bin-2.genome.CDS.2396) and ()	citrate hydroxymutase_c0	Unknown	Unknown	None	(1) cpd00137[c0] <=> (1) cpd00260[c0]
rxn03120_c0	<=>	c0	FSW8-bin-2.genome.CDS.1663	UDP-apiose:apigenin 7-O-beta-D-glucoside 2''-O-beta-D-apiofuranosyltransferase_c0	Unknown	Unknown	None	(1) cpd01140[c0] + (1) cpd02807[c0] <=> (1) cpd00014[c0] + (1) cpd02952[c0]
rxn02632_c0	<=>	c0	FSW8-bin-2.genome.CDS.2175	(S,S)-Butane-2,3-diol:NAD+ oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00003[c0] + (1) cpd01949[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd01221[c0]
rxn11962_c0	<=>	c0	FSW8-bin-2.genome.CDS.1788	R02670_c0	Unknown	Unknown	None	(4) cpd00007[c0] + (2) cpd00483[c0] <=> (2) cpd00025[c0] + (2) cpd00067[c0] + (2) cpd00532[c0] + (1) cpd03351[c0]
rxn05457_c0	<=>	c0	FSW8-bin-2.genome.CDS.1496	[Acyl-carrier-protein] acetyltransferase_c0	Unknown	Unknown	None	(1) cpd00010[c0] + (1) cpd11466[c0] <=> (1) cpd01695[c0] + (1) cpd11493[c0]
rxn04271_c0	<=>	c0	FSW8-bin-2.genome.CDS.2133	trans-2-Methyl-5-isopropylhexa-2,5-dienal dehydrogenase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd08739[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd08740[c0]
rxn13783_c0	=>	c0	(FSW8-bin-2.genome.CDS.1646) and (FSW8-bin-2.genome.CDS.2204) and (FSW8-bin-2.genome.CDS.1508) and () and (FSW8-bin-2.genome.CDS.2245) and () and (FSW8-bin-2.genome.CDS.1341) and (FSW8-bin-2.genome.CDS.1645) and () and (FSW8-bin-2.genome.CDS.1485) and (FSW8-bin-2.genome.CDS.1337) and ((FSW8-bin-2.genome.CDS.1614) or (FSW8-bin-2.genome.CDS.1590)) and (FSW8-bin-2.genome.CDS.2244) and (FSW8-bin-2.genome.CDS.2136) and (FSW8-bin-2.genome.CDS.1338) and () and (FSW8-bin-2.genome.CDS.2202) and (FSW8-bin-2.genome.CDS.1502) and (FSW8-bin-2.genome.CDS.1364) and (FSW8-bin-2.genome.CDS.2414) and (FSW8-bin-2.genome.CDS.2506) and () and (FSW8-bin-2.genome.CDS.1342)	DNA replication_c0	Unknown	Unknown	None	 => (1) cpd17042[c0]
rxn10118_c0	=>	c0	() and () and () and () and () and (FSW8-bin-2.genome.CDS.1397) and () and () and () and ()	hydrogenase (ubiquinone-8: 2 protons) (periplasm)_c0	Unknown	Unknown	None	(2) cpd00067[c0] + (1) cpd11640[c0] + (1) cpd15560[c0] => (2) cpd00067[e0] + (1) cpd15561[c0]
rxn05392_c0	=>	c0	(FSW8-bin-2.genome.CDS.1493) and (FSW8-bin-2.genome.CDS.1495)	7-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	Unknown	Unknown	None	(1) cpd11492[c0] + (1) cpd11528[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11529[c0]
rxn12008_c0	<=	c0	FSW8-bin-2.genome.CDS.1773	R05611_c0	Unknown	Unknown	None	(1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02557[c0] <= (1) cpd00113[c0] + (1) cpd02590[c0]
rxn00199_c0	=>	c0	FSW8-bin-2.genome.CDS.2497	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)_c0	Unknown	Unknown	None	(1) cpd00067[c0] + (1) cpd03187[c0] => (1) cpd00011[c0] + (1) cpd00024[c0]
rxn01358_c0	<=>	c0	(FSW8-bin-2.genome.CDS.1675) or (FSW8-bin-2.genome.CDS.2080)	inosine:phosphate alpha-D-ribosyltransferase_c0	Unknown	Unknown	None	(1) cpd00009[c0] + (1) cpd00246[c0] <=> (1) cpd00226[c0] + (1) cpd00475[c0]
rxn12637_c0	<=>	c0	(FSW8-bin-2.genome.CDS.2536) or ((FSW8-bin-2.genome.CDS.2477) or (FSW8-bin-2.genome.CDS.2358)) or (FSW8-bin-2.genome.CDS.2172) or (FSW8-bin-2.genome.CDS.1919)	RXN0-6987.c_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (1) cpd11589[c0] <=> (1) cpd00033[c0] + (1) cpd00041[c0]
rxn03046_c0	<=>	c0	FSW8-bin-2.genome.CDS.2629	ATP:guanidinoethyyl-methyl-phosphate phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd02519[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02744[c0]
rxn00519_c0	<=>	c0	FSW8-bin-2.genome.CDS.2288	ITP:oxaloacetate carboxy-lyase (adding ITP; phosphoenolpyruvate-forming)_c0	Unknown	Unknown	None	(1) cpd00032[c0] + (1) cpd00068[c0] <=> (1) cpd00011[c0] + (1) cpd00061[c0] + (1) cpd00090[c0]
rxn00258_c0	<=>	c0	FSW8-bin-2.genome.CDS.2297	Malonyl-CoA:pyruvate carboxytransferase_c0	Unknown	Unknown	None	(1) cpd00020[c0] + (1) cpd00070[c0] <=> (1) cpd00022[c0] + (1) cpd00032[c0]
rxn00800_c0	<=>	c0	(FSW8-bin-2.genome.CDS.2116) or (FSW8-bin-2.genome.CDS.2116)	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)_c0	Unknown	Unknown	None	(1) cpd02375[c0] <=> (1) cpd00018[c0] + (1) cpd00106[c0]
rxn09177_c0	=>	c0	FSW8-bin-2.genome.CDS.2288	(R)-4'-Phosphopantothenate:L-cysteine ligase_c0	Unknown	Unknown	None	(1) cpd00052[c0] + (1) cpd00084[c0] + (1) cpd02201[c0] => (1) cpd00012[c0] + (1) cpd00046[c0] + (2) cpd00067[c0] + (1) cpd02666[c0]
rxn00211_c0	<=>	c0	FSW8-bin-2.genome.CDS.2484	UDP-glucose:NAD+ 6-oxidoreductase_c0	Unknown	Unknown	None	(1) cpd00001[c0] + (2) cpd00003[c0] + (1) cpd00026[c0] <=> (2) cpd00004[c0] + (3) cpd00067[c0] + (1) cpd00144[c0]
rxn00179_c0	<=>	c0	FSW8-bin-2.genome.CDS.1943	ATP:L-glutamate 5-phosphotransferase_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00023[c0] <=> (1) cpd00008[c0] + (1) cpd02097[c0]
rxn02945_c0	=>	c0	FSW8-bin-2.genome.CDS.1625	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase_c0	Unknown	Unknown	None	(1) cpd02168[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd03211[c0]
rxn01210_c0	=>	c0	(FSW8-bin-2.genome.CDS.1931) and (FSW8-bin-2.genome.CDS.1931)	10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming)_c0	Unknown	Unknown	None	(1) cpd00002[c0] + (1) cpd00023[c0] + (1) cpd00201[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd03524[c0]
rxn00730_c0	<=>	c0	FSW8-bin-2.genome.CDS.2481	Malonyl-CoA:anthranilate N-malonyltransferase_c0	Unknown	Unknown	None	(1) cpd00070[c0] + (1) cpd00093[c0] <=> (1) cpd00010[c0] + (1) cpd02014[c0]
rxn05367_c0	=>	c0	(FSW8-bin-2.genome.CDS.1495) and (FSW8-bin-2.genome.CDS.1493)	6-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0	Unknown	Unknown	None	(1) cpd11492[c0] + (1) cpd11503[c0] => (1) cpd00011[c0] + (1) cpd11493[c0] + (1) cpd11504[c0]
rxn03360_c0	<=>	c0	FSW8-bin-2.genome.CDS.1789	5-Hydroxykynurenamine decarboxy-lyase_c0	Unknown	Unknown	None	(1) cpd00011[c0] + (1) cpd03349[c0] <=> (1) cpd00067[c0] + (1) cpd03362[c0]
