,FNEF8-bin_6_1,FNEF8-bin_7,FNEF8-bin_25_2,FNEF8-bin_29_2
FNEF8-bin_6_1,0.0,0.0952380952381,0.154761904762,0.119047619048
FNEF8-bin_7,0.351851851852,0.0,0.324074074074,0.268518518519
FNEF8-bin_25_2,0.154639175258,0.0618556701031,0.0,0.154639175258
FNEF8-bin_29_2,0.194174757282,0.0873786407767,0.194174757282,0.0
